name,ID,STIX ID,description,collection layers,platforms,created,modified,type,version,url,contributors
Kernel: Kernel Module Load,,x-mitre-data-component--23e4ee78-26f3-4fcf-ba43-ab953962f96c,"The process of loading a kernel module into the operating system kernel. Kernel modules are object files that extend the kernel’s functionality, such as adding support for device drivers, new filesystems, or additional system calls. This action can be legitimate (e.g., loading a driver) or malicious (e.g., adding a rootkit). 

*Data Collection Measures:*

- Linux:
    - Auditd: Enable auditing of kernel module loading. Example rule: `-a always,exit -F arch=b64 -S init_module,delete_module`.
    - Syslog: Monitor `/var/log/syslog` or `/var/log/messages` for entries related to kernel module loads.
    - Systemd Journal: Use `journalctl` to query logs for module loading events: `journalctl -k | grep ""Loading kernel module""`
- macOS:
    - Unified Logs: Use the `log` command to query kernel module events: `log show --predicate 'eventMessage contains ""kextload""' --info`
    - Endpoint Security Framework (ESF): Monitor for `ES_EVENT_TYPE_AUTH_KEXTLOAD` (kernel extension loading events).
- Kernel-Specific Tools:
    - Lsmod: Use `lsmod` to list loaded kernel modules in real-time.
    - Kprobe/eBPF: Use extended Berkeley Packet Filter (eBPF) or Kernel Probes (kprobes) to monitor kernel events, including module loading. Example using eBPF tools like BCC:
`sudo python /path/to/bcc/tools/kprobe -v do_init_module`
- Enable EDR Monitoring:
    - Configure alerts for: Suspicious kernel module loads from non-standard paths (e.g., /tmp). Unexpected or unsigned kernel modules.
    - Review detailed telemetry data provided by the EDR for insight into who initiated the module load, the file path, and whether the module was signed.",,,20 October 2021,,datacomponent,1.1,,
Logon Session,DS0028,x-mitre-data-source--4358c631-e253-4557-86df-f687d0ef9891,"Logon occurring on a system or resource (local, domain, or cloud) to which a user/device is gaining access after successful authentication and authorization(Citation: Microsoft Audit Logon Events)","Cloud Control Plane, Host, Network","ESXi, IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS",20 October 2021,,datasource,1.2,https://attack.mitre.org/datasources/DS0028,Center for Threat-Informed Defense (CTID)
Logon Session: Logon Session Creation,,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,"The successful establishment of a new user session following a successful authentication attempt. This typically signifies that a user has provided valid credentials or authentication tokens, and the system has initiated a session associated with that user account. This data is crucial for tracking authentication events and identifying potential unauthorized access. Examples: 

- Windows Systems
    - Event ID: 4624
        - Logon Type: 2 (Interactive) or 10 (Remote Interactive via RDP).
        - Account Name: JohnDoe
        - Source Network Address: 192.168.1.100
        - Authentication Package: NTLM
- Linux Systems
    - /var/log/utmp or /var/log/wtmp:
        - Log format: login user [tty] from [source_ip]
        - User: jane
        - IP: 10.0.0.5
        - Timestamp: 2024-12-28 08:30:00
- macOS Systems
    - /var/log/asl.log or unified logging framework:
        - Log: com.apple.securityd: Authentication succeeded for user 'admin'
- Cloud Environments
    - Azure Sign-In Logs:
        - Activity: Sign-in successful
        - Client App: Browser
        - Location: Unknown (Country: X)
- Google Workspace
    - Activity: Login
        - Event Type: successful_login
        - Source IP: 203.0.113.55

This data component can be collected through the following measures:

- Windows Systems
    - Event Logs: Monitor Security Event Logs using Event ID 4624 for successful logons.
    - PowerShell Example: `Get-EventLog -LogName Security -InstanceId 4624`
- Linux Systems
    - Log Files: Monitor `/var/log/utmp`, `/var/log/wtmp`, or `/var/log/auth.log` for logon events.
    - Tools: Use `last` or `who` commands to parse login records.
- macOS Systems
    - Log Sources: Monitor `/var/log/asl.log` or Apple Unified Logs using the `log show` command.
    - Command Example: `log show --predicate 'eventMessage contains ""Authentication succeeded""' --info`
- Cloud Environments
    - Azure AD: Use Azure Monitor to analyze sign-in logs. Example CLI Query: `az monitor log-analytics query -w <workspace_id> --analytics-query ""AzureActivity | where ActivityStatus == 'Success' and OperationName == 'Sign-in'""`
    - Google Workspace: Enable and monitor Login Audit logs from the Admin Console.
    - Office 365: Use Audit Log Search in Microsoft 365 Security & Compliance Center for login-related events.
- Network Logs
    - Sources: Network authentication mechanisms (e.g., RADIUS or TACACS logs).
- Enable EDR Monitoring: 
    - EDR tools monitor logon session activity, including the creation of new sessions.
    - Configure alerts for: Suspicious logon types (e.g., Logon Type 10 for RDP or Type 5 for Service). Logons from unusual locations, accounts, or devices.
    - Leverage EDR telemetry for session attributes like source IP, session duration, and originating process.",,,20 October 2021,,datacomponent,1.2,,
Logon Session: Logon Session Metadata,,x-mitre-data-component--39b9db72-8b48-4595-a18d-db5bbba3091b,"Contextual data about a logon session, such as username, logon type, access tokens (security context, user SIDs, logon identifiers, and logon SID), and any activity associated within it",,,20 October 2021,,datacomponent,1.0,,
Malware Repository,DS0004,x-mitre-data-source--b86d9b40-5fbe-4ef1-8dc3-263eff26f495,"Information obtained (via shared or submitted samples) regarding malicious software (droppers, backdoors, etc.) used by adversaries",OSINT,PRE,20 October 2021,,datasource,1.1,https://attack.mitre.org/datasources/DS0004,
Malware Repository: Malware Content,,x-mitre-data-component--167b48f7-76e9-4fcb-9e8d-7121f7bf56c3,"Code, strings, signatures, and other identifying characteristics of a malicious payload stored within a malware repository. It includes both static (file-based) and dynamic (behavioral or execution-based) components that can be analyzed for threat intelligence, detection, and prevention purposes. Examples:

- Static Analysis:
    - Executable Code: Analyze binary data to identify unique patterns, obfuscated code, or embedded resources.
    - Strings Extraction: Use tools like strings or YARA rules to identify hardcoded URLs, IPs, filenames, or suspicious function calls.
    - Signatures: Extract cryptographic hashes (MD5, SHA256) of files to track known malware variants or detect previously unseen samples.
- Dynamic Analysis:
    - Behavioral Observations: Monitor execution traces to capture API calls, registry modifications, or network traffic patterns indicative of malicious behavior.
    - Memory Analysis: Examine memory dumps to uncover injected code or runtime-decrypted payloads.
    - Artifacts: Record file system changes, process creation events, and command-line arguments.
- Threat Intelligence Integration:
    - Campaign Attribution: Associate observed code snippets or signatures with known APT campaigns or ransomware families.
    - Indicator Sharing: Share identified Indicators of Compromise (IOCs) with threat intelligence platforms (e.g., MISP, OpenCTI).
- Examples of Malware Content:
    - Embedded C2 domains (e.g., malicious-domain.com hardcoded in the payload).
    - Fileless malware indicators, such as PowerShell scripts invoking Invoke-Mimikatz.
    - Malware-specific signatures, such as unique PE header values for a particular strain.

*Data Collection Measures:*

- Collection from Public Malware Repositories:
    - VirusTotal: Obtain samples for static analysis.
    - Hybrid Analysis: Gather execution data from sandbox analysis.
    - Any.Run: Access interactive malware execution traces.
    - MalwareBazaar: Download malware samples for research and signature generation.
    - Automate data extraction using repository APIs (e.g., VirusTotal API for hash lookups or sample retrieval).
- Internal Malware Labs:
    - Sandbox Environments: Use dynamic malware analysis tools such as Cuckoo Sandbox or Joe Sandbox to execute and monitor malware in a controlled environment. Capture runtime behavior logs, memory dumps, and file system changes.
    - Reverse Engineering: Disassemble binaries with tools like IDA Pro, Ghidra, or Radare2 to identify malicious functionality and extract code patterns.
- EDR/Endpoint Telemetry:
    - Collect samples of malicious binaries or scripts from infected endpoints using tools like CrowdStrike, Carbon Black, or SentinelOne.
    - Extract memory-resident payloads from live systems for analysis.
- Threat Intelligence Platforms:
    - Gather contextual metadata for identified malware using tools like OpenCTI, Recorded Future, or ThreatConnect. Participate in intelligence-sharing groups such as ISACs (e.g., FS-ISAC, IT-ISAC).
- Custom Data Collection Pipelines: Use open-source tools like malwoverview or Maltrail to automate sample downloads, hash extraction, and IOC generation.",,,20 October 2021,,datacomponent,1.2,,
Malware Repository: Malware Metadata,,x-mitre-data-component--93a6e38c-02a5-44d8-9035-b2e08459f31f,"Contextual data about a malicious payload, such as compilation times, file hashes, as well as watermarks or other identifiable configuration information",,,20 October 2021,,datacomponent,1.1,,
Module,DS0011,x-mitre-data-source--f424e4b4-a8a4-4c58-a4ae-4f53bfd08563,"Executable files consisting of one or more shared classes and interfaces, such as portable executable (PE) format binaries/dynamic link libraries (DLL), executable and linkable format (ELF) binaries/shared libraries, and Mach-O format binaries/shared libraries(Citation: Microsoft LoadLibrary)(Citation: Microsoft Module Class)",Host,"Linux, Windows, macOS",20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0011,Center for Threat-Informed Defense (CTID)
Module: Module Load,,x-mitre-data-component--c0a4a086-cc20-4e1e-b7cb-29d99dfa3fb1,"When a process or program dynamically attaches a shared library, module, or plugin into its memory space. This action is typically performed to extend the functionality of an application, access shared system resources, or interact with kernel-mode components.

*Data Collection Measures:*

- Event Logging (Windows):
    - Sysmon Event ID 7: Logs when a DLL is loaded into a process.
    - Windows Security Event ID 4688: Captures process creation events, often useful for correlating module loads.
    - Windows Defender ATP: Can provide visibility into suspicious module loads.
- Event Logging (Linux/macOS):
    - AuditD (`execve` and `open` syscalls): Captures when shared libraries (`.so` files) are loaded.
    - Ltrace/Strace: Monitors process behavior, including library calls (`dlopen`, `execve`).
    - MacOS Endpoint Security Framework (ESF): Monitors library loads (`ES_EVENT_TYPE_NOTIFY_DYLD_INSERT_LIBRARIES`).
- Endpoint Detection & Response (EDR): 
    - Provide real-time telemetry on module loads and process injections.
    - Sysinternals Process Monitor (`procmon`): Captures loaded modules and their execution context.
- Memory Forensics:
    - Volatility Framework (`malfind`, `ldrmodules`): Detects injected DLLs and anomalous module loads.
    - Rekall Framework: Useful for kernel-mode module detection.
- SIEM and Log Analysis:
    - Centralized log aggregation to correlate suspicious module loads across the environment.
    - Detection rules using correlation searches and behavioral analytics.",,,20 October 2021,,datacomponent,1.1,,
Named Pipe,DS0023,x-mitre-data-source--221adcd5-cccf-44df-9be6-ef607a6e1c3c,Mechanisms that allow inter-process communication locally or over the network. A named pipe is usually found as a file and processes attach to it(Citation: Microsoft Named Pipes),Host,"Linux, Windows, macOS",20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0023,Center for Threat-Informed Defense (CTID)
Named Pipe: Named Pipe Metadata,,x-mitre-data-component--b9a1578e-8653-4103-be23-cb52e0b1816e,"Contextual data about a named pipe on a system, including pipe name and creating process (ex: Sysmon EIDs 17-18)

*Data Collection Measures:*

- Windows:
    - Sysmon Event ID 17: Logs the creation of a named pipe.
    - Sysmon Event ID 18: Logs connection attempts to a named pipe.
    - Windows Security Event ID 5145: Logs access attempts to named pipes via SMB shares.
    - ETW (Event Tracing for Windows): Provides deep telemetry into named pipe interactions.
- Linux/macOS:
    - AuditD (`mkfifo`, `open`, `read`, `write` syscalls): Tracks FIFO (named pipe) creation and usage.
    - Lsof (`lsof -p <PID>` or `lsof | grep PIPE`): Lists active named pipes and associated processes.
    - Strace (`strace -e open <process>`): Monitors named pipe interactions.
- Endpoint Detection & Response (EDR):
    - Capture named pipe events as part of process tracking.
- Memory Forensics:
    - Volatility Plugin (`pipescan`): Enumerates named pipes in system memory.
    - Rekall Framework: Identifies active named pipes and associated processes.",,,20 October 2021,,datacomponent,1.1,,
Network Share,DS0033,x-mitre-data-source--ba27545a-9c32-47ea-ba6a-cce50f1b326e,"A storage resource (typically a folder or drive) made available from one host to others using network protocols, such as Server Message Block (SMB) or Network File System (NFS)(Citation: Microsoft NFS Overview)",Host,"Linux, Windows, macOS",20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0033,Center for Threat-Informed Defense (CTID)
Network Share: Network Share Access,,x-mitre-data-component--f5468e67-51c7-4756-9b4f-65707708e7fa,"Opening a network share, which makes the contents available to the requestor (ex: Windows EID 5140 or 5145)

*Data Collection Measures:*

- Windows:
    - Event ID 5140 – Network Share Object Access Logs every access attempt to a network share.
    - Event ID 5145 – Detailed Network Share Object Access Captures granular access control information, including the requesting user, source IP, and access permissions.
    - Sysmon Event ID 3 – Network Connection Initiated Helps track SMB connections to suspicious or unauthorized network shares.
    - Enable Audit Policy for Network Share Access: `auditpol /set /subcategory:""File Share"" /success:enable /failure:enable`
    - Enable PowerShell Logging to Detect Unauthorized SMB Access: `Set-ExecutionPolicy RemoteSigned`
    - Restrict Network Share Access with Group Policy (GPO): `Computer Configuration → Windows Settings → Security Settings → Local Policies → User Rights Assignment` Set ""Access this computer from the network"" to restrict unauthorized accounts.
- Linux/macOS:
    - AuditD (`open`, `read`, `write`, `connect` syscalls) Detects access to NFS, CIFS, and SMB network shares.
    - Lsof (`lsof | grep nfs` or `lsof | grep smb`) Identifies active network share connections.
    - Mount (`mount | grep nfs` or `mount | grep cifs`) Lists currently mounted network shares.
    - Enable AuditD for SMB/NFS Access: `auditctl -a always,exit -F arch=b64 -S open -F path=/mnt/share -k network_share_access`
    - Monitor Active Network Shares Using Netstat: `netstat -an | grep :445`
- Endpoint Detection & Response (EDR):
    - Detects abnormal network share access behavior, such as unusual account usage, large file transfers, or encrypted file activity.",,,20 October 2021,,datacomponent,1.1,,
Network Traffic,DS0029,x-mitre-data-source--c000cd5c-bbb3-4606-af6f-6c6d9de0bbe3,"Data transmitted across a network (ex: Web, DNS, Mail, File, etc.), that is either summarized (ex: Netflow) and/or captured as raw data in an analyzable format (ex: PCAP)","Cloud Control Plane, Host, Network","Android, ESXi, IaaS, Linux, Windows, iOS, macOS",20 October 2021,,datasource,1.2,https://attack.mitre.org/datasources/DS0029,Center for Threat-Informed Defense (CTID); ExtraHop
Network Traffic: Network Connection Creation,,x-mitre-data-component--181a9f8c-c780-4f1f-91a8-edb770e904ba,"The initial establishment of a network session, where a system or process initiates a connection to a local or remote endpoint. This typically involves capturing socket information (source/destination IP, ports, protocol) and tracking session metadata. Monitoring these events helps detect lateral movement, exfiltration, and command-and-control (C2) activities.

*Data Collection Measures:*

- Windows:
    - Event ID 5156 – Filtering Platform Connection - Logs network connections permitted by Windows Filtering Platform (WFP).
    - Sysmon Event ID 3 – Network Connection Initiated - Captures process, source/destination IP, ports, and parent process.
- Linux/macOS:
    - Netfilter (iptables), nftables logs - Tracks incoming and outgoing network connections.
    - AuditD (`connect` syscall) - Logs TCP, UDP, and ICMP connections.
    - Zeek (`conn.log`) - Captures protocol, duration, and bytes transferred.
- Cloud & Network Infrastructure:
    - AWS VPC Flow Logs / Azure NSG Flow Logs - Logs IP traffic at the network level in cloud environments.
    - Zeek (conn.log) or Suricata (network events) - Captures packet metadata for detection and correlation.
- Endpoint Detection & Response (EDR):
    - Detect anomalous network activity such as new C2 connections or data exfiltration attempts.",,,20 October 2021,,datacomponent,1.2,,
Network Traffic: Network Traffic Content,,x-mitre-data-component--3772e279-27d6-477a-9fe3-c6beb363594c,"The full packet capture (PCAP) or session data that logs both protocol headers and payload content. This allows analysts to inspect command and control (C2) traffic, exfiltration, and other suspicious activity within network communications. Unlike metadata-based logs, full content analysis enables deeper protocol inspection, payload decoding, and forensic investigations.

*Data Collection Measures:*

- Network Packet Capture (Full Content Logging)
    - Wireshark / tcpdump / tshark
        - Full packet captures (PCAP files) for manual analysis or IDS correlation. `tcpdump -i eth0 -w capture.pcap`
    - Zeek (formerly Bro)
        - Extracts protocol headers and payload details into structured logs. `echo ""redef Log::default_store = Log::ASCII;"" > local.zeek | zeek -Cr capture.pcap local.zeek`
    - Suricata / Snort (IDS/IPS with PCAP Logging)
        - Deep packet inspection (DPI) with signature-based and behavioral analysis. `suricata -c /etc/suricata/suricata.yaml -i eth0 -l /var/log/suricata`
- Host-Based Collection
    - Sysmon Event ID 22 – DNS Query Logging, Captures DNS requests made by processes, useful for detecting C2 domains.
    - Sysmon Event ID 3 – Network Connection Initiated, Logs process-to-network connection relationships.
    - AuditD (Linux) – syscall=connect, Monitors outbound network requests from processes. `auditctl -a always,exit -F arch=b64 -S connect -k network_activity`
- Cloud & SaaS Traffic Collection
    - AWS VPC Flow Logs / Azure NSG Flow Logs / Google VPC Flow Logs, Captures metadata about inbound/outbound network traffic.
    - Cloud IDS (AWS GuardDuty, Azure Sentinel, Google Chronicle), Detects malicious activity in cloud environments by analyzing network traffic patterns.",,,20 October 2021,,datacomponent,1.1,,
Network Traffic: Network Traffic Flow,,x-mitre-data-component--a7f22107-02e5-4982-9067-6625d4a1765a,"Summarized network packet data that captures session-level details such as source/destination IPs, ports, protocol types, timestamps, and data volume, without storing full packet payloads. This is commonly used for traffic analysis, anomaly detection, and network performance monitoring.

*Data Collection Measures:*

- Network Flow Logs (Metadata Collection)
    - NetFlow 
        - Summarized metadata for network conversations (no packet payloads).
    - sFlow (Sampled Flow Logging)
        - Captures sampled packets from switches and routers.
        - Used for real-time traffic monitoring and anomaly detection.
    - Zeek (Bro) Flow Logs
        - Zeek logs session-level details in logs like conn.log, http.log, dns.log, etc.
- Host-Based Collection
    - Sysmon Event ID 3 – Network Connection Initiated
        - Logs process-level network activity, useful for detecting malicious outbound connections.
    - AuditD (Linux) – syscall=connect
        - Monitors system calls for network connections. `auditctl -a always,exit -F arch=b64 -S connect -k network_activity`
- Cloud & SaaS Flow Monitoring
    - AWS VPC Flow Logs
        - Captures metadata for traffic between EC2 instances, security groups, and internet gateways.
    - Azure NSG Flow Logs / Google VPC Flow Logs
        - Logs ingress/egress traffic for cloud-based resources.",,,20 October 2021,,datacomponent,1.1,,
Persona,DS0021,x-mitre-data-source--3bef4799-906c-409c-ac00-3fb7a1e352e6,A malicious online profile representing a user commonly used by adversaries to social engineer or otherwise target victims,OSINT,PRE,20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0021,
Persona: Social Media,,x-mitre-data-component--8fb2f315-1aca-4cef-ae0d-8105e1f95985,"Established, compromised, or otherwise acquired by adversaries to conduct reconnaissance, influence operations, social engineering, or other cyber threats.

*Data Collection Measures:*

- API Monitoring	
    - Social media APIs (e.g., Twitter API, Facebook Graph API) can extract behavioral patterns of accounts.
- Web Scraping
    - Extracts public profile data, friend lists, or interactions to identify impersonation attempts.
- Threat Intelligence Feeds	
    - External feeds track malicious personas linked to disinformation campaigns or phishing.
- OSINT Tools
    - Maltego, SpiderFoot, and OpenCTI can map social media persona relationships.
- Endpoint Detection	
    - EDR logs user behavior and alerts on suspicious social media interactions.
- SIEM Logging
    - Detects access to known phishing pages or social media abuse via proxy logs.
- Dark Web Monitoring	
    - Identifies compromised social media credentials being sold.",,,20 October 2021,,datacomponent,1.1,,
Pod,DS0014,x-mitre-data-source--06bb1e05-533b-4de3-ae87-9b99910465cf,"A single unit of shared resources within a cluster, comprised of one or more containers(Citation: Kube Kubectl)(Citation: Kube Pod)",Container,Containers,20 October 2021,,datasource,1.0,https://attack.mitre.org/datasources/DS0014,Center for Threat-Informed Defense (CTID)
Pod: Pod Creation,,x-mitre-data-component--5263cb33-08cc-4a68-820f-004e1e400d76,"The initial deployment or instantiation of a new pod in a containerized environment. This includes creating a pod manually, through orchestration tools (Kubernetes), or via Infrastructure-as-Code (IaC) configurations. A Pod is the smallest deployable unit in Kubernetes, typically containing one or more containers. Creation methods include:
- Direct pod deployment (`kubectl run`, `kubectl apply`)
- Automated deployment via CI/CD pipelines (e.g., ArgoCD, Jenkins, GitOps)
- Infrastructure-as-Code (IaC) templates (e.g., Terraform, Helm Charts)
- API-based deployments via Kubernetes control plane (create_pod API calls)
- Pods can be ephemeral (short-lived) or persistent (part of a StatefulSet or Deployment).

*Data Collection Measures:*

- Kubernetes Audit Logs
    - Captures all API requests, including pod `create` events.
- Kube-api server Logs	
    - Monitors API calls related to pod deployments and modifications. Related Events: `PodSandboxChanged`, `SyncLoop`, `Created pod`
- Container Runtime Logs	
    - Logs from CRI-O, containerd, or Docker capture pod creation events. Related Events: `container start`, `container create`
- Cloud Provider Logs	
    - GKE, EKS, AKS logs provide insights into Kubernetes API interactions.
- SIEM & Log Aggregation	
    - Integrates Kubernetes logs into SIEM solutions.
- EDR/XDR Solutions	
    - Monitors container-based activity for anomalous pod creations.",,,20 October 2021,,datacomponent,1.1,,
Pod: Pod Enumeration,,x-mitre-data-component--07688e40-a7fa-4436-937f-1216674341a0,"Extracting a list of running or existing pods within a containerized cluster environment. Pods are the smallest deployable units in a Kubernetes cluster and typically represent an application or workload. Enumeration of pods provides insight into the structure and state of applications running in the cluster, such as the names of pods, their namespaces, and their associated metadata.

*Data Collection Measures:*

- Kubernetes API Server Audit Logs:
    - Enable Audit Logging in Kubernetes to capture API requests, such as GET `/api/v1/pods`.
- Container Runtime Logs:
    - Collect runtime-level logs from tools like CRI-O, containerd, or Docker, which might show relevant API calls for pod enumeration.
- EDR and SIEM:
    - Endpoint Detection and Response (EDR) tools, if configured with cluster-level visibility, can monitor user commands like `kubectl get pods`.
    - SIEM platforms (e.g., Splunk) can ingest Kubernetes API logs to detect enumeration patterns.
- Host-Based Monitoring:
    - Monitor processes and commands executed on nodes where `kubectl` is installed using tools like auditd, Sysmon for Linux, or kernel modules.",,,20 October 2021,,datacomponent,1.1,,
Pod: Pod Modification,,x-mitre-data-component--672b2ebd-4310-4efe-bf03-7ab005298a74,"Changes made to a pod’s configuration or control data within a containerized cluster. This can include updating settings such as resource limits, environment variables, annotations, labels, or even the containers running within the pod. Pod modifications are often executed using commands like kubectl set, kubectl patch, or kubectl edit.

*Data Collection Measures:* 

- Kubernetes API Server Audit Logs:
    - Capture all API calls related to pod modification, such as PATCH, PUT, or UPDATE methods on v1/pods.
- Runtime Security Tools:
    - Tools like Falco, Sysdig, and Kube-bench can monitor pod modifications at runtime and alert on policy violations.
- Container Orchestration Logs:
    - Monitor events logged by Kubernetes itself (e.g., `kubectl logs -n kube-system kube-controller-manager`).
- SIEM and EDR Solutions:
    - Use SIEM platforms (e.g., Splunk) to aggregate API server logs and detect patterns of unauthorized or suspicious pod modifications.
    - Endpoint Detection and Response (EDR) tools configured with container visibility can monitor commands like `kubectl` set or `kubectl patch`.
- Host-Based Monitoring:
    - Collect and analyze logs for processes executing `kubectl` commands or interacting with Kubernetes configuration files (e.g., `.kube/config`).",,,20 October 2021,,datacomponent,1.1,,
Process,DS0009,x-mitre-data-source--e8b8ede7-337b-4c0c-8c32-5c7872c1ee22,"Instances of computer programs that are being executed by at least one thread. Processes have memory space for process executables, loaded modules (DLLs or shared libraries), and allocated memory regions containing everything from user input to application-specific data structures(Citation: Microsoft Processes and Threads)",Host,"Android, ESXi, Linux, Windows, iOS, macOS",20 October 2021,,datasource,1.2,https://attack.mitre.org/datasources/DS0009,Center for Threat-Informed Defense (CTID)
Process: OS API Execution,,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,"Calls made by a process to operating system-provided Application Programming Interfaces (APIs). These calls are essential for interacting with system resources such as memory, files, and hardware, or for performing system-level tasks. Monitoring these calls can provide insight into a process's intent, especially if the process is malicious.

*Data Collection Measures:*

- Endpoint Detection and Response (EDR) Tools:
    - Leverage tools to monitor API execution behaviors at the process level.
    - Example: Sysmon Event ID 10 captures API call traces for process access and memory allocation.
- Process Monitor (ProcMon):
    - Use ProcMon to collect detailed logs of process and API activity. ProcMon can provide granular details on API usage and identify malicious behavior during analysis.
- Windows Event Logs:
    - Use Event IDs from Windows logs for specific API-related activities:
        - Event ID 4688: A new process has been created (can indirectly infer API use).
        - Event ID 4657: A registry value has been modified (to monitor registry-altering APIs).
- Dynamic Analysis Tools:
    - Tools like Cuckoo Sandbox, Flare VM, or Hybrid Analysis monitor API execution during malware detonation.
- Host-Based Logs:
    - On Linux/macOS systems, leverage audit frameworks (e.g., `auditd`, `strace`) to capture and analyze system call usage that APIs map to.
- Runtime Monitors:
    - Runtime security tools like Falco can monitor system-level calls for API execution.
- Debugging and Tracing:
    - Use debugging tools like gdb (Linux) or WinDbg (Windows) for deep tracing of API executions in real time.",,,20 October 2021,,datacomponent,1.1,,
Process: Process Access,,x-mitre-data-component--1887a270-576a-4049-84de-ef746b2572d6,"Refers to an event where one process attempts to open another process, typically to inspect or manipulate its memory, access handles, or modify execution flow. Monitoring these access attempts can provide valuable insight into both benign and malicious behaviors, such as debugging, inter-process communication (IPC), or process injection.

*Data Collection Measures:*

- Endpoint Detection and Response (EDR) Tools:
    -  EDR solutions that provide telemetry on inter-process access and memory manipulation.
- Sysmon (Windows):
    - Event ID 10: Captures process access attempts, including:
        - Source process (initiator)
        - Target process (victim)
        - Access rights requested
        - Process ID correlation
- Windows Event Logs:
    - Event ID 4656 (Audit Handle to an Object): Logs access attempts to system objects.
    - Event ID 4690 (Attempted Process Modification): Can help identify unauthorized process changes.
- Linux/macOS Monitoring:
    - AuditD: Monitors process access through syscall tracing (e.g., `ptrace`, `open`, `read`, `write`).
    - eBPF/XDP: Used for low-level monitoring of kernel process access.
    - OSQuery: Query process access behavior via structured SQL-like logging.
- Procmon (Process Monitor) and Debugging Tools:
    - Windows Procmon: Captures real-time process interactions.
    - Linux strace / ptrace: Useful for tracking process behavior at the system call level.",,,20 October 2021,,datacomponent,1.1,,
Process: Process Creation,,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,"Refers to the event in which a new process (executable) is initialized by an operating system. This can involve parent-child process relationships, process arguments, and environmental variables. Monitoring process creation is crucial for detecting malicious behaviors, such as execution of unauthorized binaries, scripting abuse, or privilege escalation attempts.

*Data Collection Measures:*

- Endpoint Detection and Response (EDR) Tools:
    - EDRs provide process telemetry, tracking execution flows and arguments.
- Windows Event Logs:
    - Event ID 4688 (Audit Process Creation): Captures process creation with associated parent process.
- Sysmon (Windows):
    - Event ID 1 (Process Creation): Provides detailed logging
- Linux/macOS Monitoring:
    - AuditD (execve syscall): Logs process creation.
    - eBPF/XDP: Used for low-level monitoring of system calls related to process execution.
    - OSQuery: Allows SQL-like queries to track process events (process_events table).
    - Apple Endpoint Security Framework (ESF): Monitors process creation on macOS.
- Network-Based Monitoring:
    - Zeek (Bro) Logs: Captures network-based process execution related to remote shells.
    - Syslog/OSSEC: Tracks execution of processes on distributed systems.
- Behavioral SIEM Rules:
    - Monitor process creation for uncommon binaries in user directories.
    - Detect processes with suspicious command-line arguments. ",,,20 October 2021,,datacomponent,1.2,,
Process: Process Metadata,,x-mitre-data-component--ee575f4a-2d4f-48f6-b18b-89067760adc1,"Contextual data about a running process, which may include information such as environment variables, image name, user/owner, etc.",,,20 October 2021,,datacomponent,1.0,,
Process: Process Modification,,x-mitre-data-component--d5fca4e4-e47a-487b-873f-3d22f8865e96,"Changes made to a running process, such as writing data into memory, modifying execution behavior, or injecting code into an existing process. Adversaries frequently modify processes to execute malicious payloads, evade detection, or gain escalated privileges.

*Data Collection Measures:* 

- Endpoint Detection and Response (EDR) Tools:
    - EDRs can monitor memory modifications and API-level calls.
- Sysmon (Windows):
    - Event ID 8 (CreateRemoteThread) – Detects cross-process thread injection, commonly used in process hollowing.
    - Event ID 10 (Process Access) – Detects access attempts to another process, often preceding injection attempts.
- Linux/macOS Monitoring:
    - AuditD (ptrace, mmap, mprotect syscalls): Detects memory modifications and debugging attempts.
    - eBPF/XDP: Monitors low-level system calls related to process modifications.
    - OSQuery: The processes table can be queried for unusual modifications.
- Network-Based Monitoring:
    - Zeek (Bro) Logs: Captures lateral movement attempts where adversaries remotely modify a process.
    - Syslog/OSSEC: Monitors logs for suspicious modifications.",,,20 October 2021,,datacomponent,1.1,,
Process: Process Termination,,x-mitre-data-component--61f1d40e-f3d0-4cc6-aa2d-937b6204194f,"The exit or termination of a running process on a system. This can occur due to normal operations, user-initiated commands, or malicious actions such as process termination by malware to disable security controls.

*Data Collection Measures:*

- Endpoint Detection and Response (EDR) Tools:
    - Monitor process termination events.
- Windows Event Logs:
    - Event ID 4689 (Process Termination) – Captures when a process exits, including process ID and parent process.
    - Event ID 7036 (Service Control Manager) – Monitors system service stops.
- Sysmon (Windows):
    - Event ID 5 (Process Termination) – Detects when a process exits, including parent-child relationships.
- Linux/macOS Monitoring:
    - AuditD (`execve`, `exit_group`, `kill` syscalls) – Captures process termination via command-line interactions.
    - eBPF/XDP: Monitors low-level system calls related to process termination.
    - OSQuery: The processes table can be queried for abnormal exits.",,,20 October 2021,,datacomponent,1.1,,
